zipcode,type,subtype,price,number_of_rooms,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition
9400,HOUSE,VILLA,300000,3,,1,0,0,0,,0,,6423,4,0,GOOD
1150,APARTMENT,PENTHOUSE,685000,2,130,1,0,0,1,75,0,,,4,0,TO_BE_DONE_UP
9660,HOUSE,HOUSE,350000,3,191,1,0,0,0,,1,,1780,,0,TO_RENOVATE
5580,HOUSE,VILLA,295000,5,185,1,0,0,1,20,1,735,735,,0,GOOD
9040,HOUSE,HOUSE,360000,5,,1,0,0,1,35,0,,140,,0,JUST_RENOVATED
2018,APARTMENT,APARTMENT,202000,1,,1,0,0,1,5,0,,,,0,
6250,HOUSE,HOUSE,180000,4,,0,0,0,1,35,1,50,50,3,0,AS_NEW
1050,HOUSE,MIXED_USE_BUILDING,599000,3,270,1,0,0,1,95,0,,150,4,0,AS_NEW
1180,HOUSE,VILLA,2790000,8,550,1,0,0,1,50,1,1650,2000,4,1,
8400,HOUSE,HOUSE,285000,3,120,1,0,0,0,,0,,170,,0,
1050,APARTMENT,APARTMENT,490000,3,101,1,0,1,0,,0,,,2,0,
1410,APARTMENT,APARTMENT,335000,2,104,0,0,0,1,15,0,,,,0,AS_NEW
1020,HOUSE,TOWN_HOUSE,650000,4,215,1,0,0,1,24,1,94,252,2,0,AS_NEW
9890,APARTMENT,APARTMENT,220000,1,56,1,0,0,1,13,0,,,4,0,
3530,HOUSE,HOUSE,330000,3,150,1,0,0,1,,0,,687,4,0,GOOD
8300,APARTMENT,APARTMENT,595000,2,87,0,0,0,1,,0,,,,0,AS_NEW
4053,HOUSE,HOUSE,395000,5,193,1,0,0,1,,1,775,0,4,0,JUST_RENOVATED
8380,APARTMENT,APARTMENT,210000,2,82,1,0,0,1,,0,,,,0,AS_NEW
8000,HOUSE,HOUSE,450000,3,204,0,0,0,1,,0,,126,,0,
1340,APARTMENT,GROUND_FLOOR,280000,1,68,0,0,0,1,29,1,16,,2,0,AS_NEW
4100,HOUSE,HOUSE,97500,4,160,1,0,0,0,,0,,0,2,0,TO_RENOVATE
8530,HOUSE,HOUSE,160000,3,161,1,0,0,0,,1,9,110,2,0,TO_BE_DONE_UP
1180,HOUSE,HOUSE,475000,3,160,1,0,0,1,,1,120,170,2,0,TO_RENOVATE
9620,APARTMENT,SERVICE_FLAT,200000,1,62,1,0,0,1,4,0,,,4,0,GOOD
1160,APARTMENT,APARTMENT,375000,1,76,1,0,0,1,25,0,,,,0,AS_NEW
4000,APARTMENT,APARTMENT,799000,4,250,1,0,0,1,19,0,,,,0,AS_NEW
4920,HOUSE,HOUSE,294500,4,170,0,0,0,1,24,0,,0,,0,
1325,APARTMENT,APARTMENT,260000,2,90,1,0,0,1,3,0,,,3,0,GOOD
2960,HOUSE,HOUSE,625000,5,320,1,0,1,0,,0,,509,3,0,AS_NEW
6790,HOUSE,HOUSE,220000,3,120,0,0,0,0,,1,,840,4,0,TO_RENOVATE
4890,APARTMENT,DUPLEX,259000,3,135,0,0,0,1,,0,,,4,0,AS_NEW
8380,HOUSE,HOUSE,375000,3,220,1,0,0,0,,1,,2370,,0,TO_BE_DONE_UP
6953,HOUSE,HOUSE,229000,3,140,1,0,0,0,,1,160,160,3,0,JUST_RENOVATED
1420,APARTMENT,APARTMENT,377150,3,139,1,0,0,1,20,1,325,,,0,AS_NEW
9570,HOUSE,HOUSE,248000,3,145,1,0,0,0,,1,,292,3,0,
4500,HOUSE,HOUSE,275000,4,185,1,0,0,1,,1,,620,3,0,TO_BE_DONE_UP
1500,APARTMENT,APARTMENT,305000,2,90,0,0,0,0,,0,,,,0,
8300,APARTMENT,APARTMENT,1985000,4,174,0,0,0,0,,0,,,,0,
2140,APARTMENT,DUPLEX,425000,3,122,1,0,0,0,,0,,,,0,AS_NEW
9320,APARTMENT,APARTMENT,220000,2,,0,0,0,0,,0,,,,0,
3670,HOUSE,HOUSE,100000,4,,0,0,0,0,,0,,2062,4,0,
9000,HOUSE,MIXED_USE_BUILDING,975000,4,375,0,0,0,1,,0,,117,,0,TO_BE_DONE_UP
2000,APARTMENT,APARTMENT,299000,2,90,1,0,0,1,,0,,,2,0,AS_NEW
8480,APARTMENT,DUPLEX,249000,2,100,1,0,0,0,,0,,,2,0,GOOD
1060,APARTMENT,FLAT_STUDIO,199000,0,51,1,0,0,0,,0,,,2,0,
8780,HOUSE,HOUSE,340000,3,162,0,0,0,1,,0,,756,,0,AS_NEW
3770,HOUSE,HOUSE,135000,5,204,1,0,0,0,,1,,305,3,0,TO_RENOVATE
4540,HOUSE,HOUSE,399000,5,258,1,0,1,1,50,1,150,838,4,0,GOOD
9680,HOUSE,HOUSE,320000,5,298,0,0,0,0,,0,,1006,,0,GOOD
1340,APARTMENT,GROUND_FLOOR,340000,2,97,1,0,0,1,33,1,175,,,0,
1325,APARTMENT,APARTMENT,295000,1,75,1,0,0,1,,0,,,,0,AS_NEW
9820,HOUSE,HOUSE,376000,3,,0,0,0,0,,1,500,641,,0,
4870,HOUSE,HOUSE,159000,3,130,0,0,0,1,25,1,100,221,4,0,TO_RENOVATE
1080,APARTMENT,APARTMENT,225000,2,110,1,0,0,0,,0,,,2,0,GOOD
8620,APARTMENT,APARTMENT,960000,2,107,1,0,0,1,,0,,,,0,
3473,HOUSE,HOUSE,375000,3,220,1,0,0,1,25,1,2165,3377,4,0,GOOD
4317,HOUSE,HOUSE,175000,3,114,1,0,0,0,,0,,0,3,0,GOOD
8370,HOUSE,HOUSE,249000,3,160,1,0,0,1,,0,,100,,0,GOOD
4000,HOUSE,APARTMENT_BLOCK,345000,4,146,0,0,0,1,5,0,,5,,0,GOOD
1210,APARTMENT,APARTMENT,220000,1,50,1,0,0,0,,0,,,,0,AS_NEW
8530,APARTMENT,APARTMENT,202500,2,89,1,0,0,1,45,1,,,,0,AS_NEW
9550,HOUSE,HOUSE,264900,3,206,0,0,0,1,21,1,,216,2,0,
7700,APARTMENT,APARTMENT,219000,2,110,1,0,0,1,10,0,,,,0,GOOD
9900,HOUSE,HOUSE,288417,3,124,1,0,0,0,,1,206,268,3,0,AS_NEW
1000,APARTMENT,APARTMENT,369000,2,80,1,0,0,0,,0,,,,0,
2630,HOUSE,HOUSE,439000,4,214,1,0,0,1,22,0,,228,2,0,
9800,HOUSE,COUNTRY_COTTAGE,585000,3,235,1,0,1,0,,1,,4560,4,0,
1000,HOUSE,MIXED_USE_BUILDING,3800000,0,1038,1,0,0,1,,1,12,490,2,0,GOOD
9700,APARTMENT,APARTMENT,259000,2,100,1,0,0,1,48,1,,,2,0,AS_NEW
6200,HOUSE,HOUSE,132500,3,122,1,0,0,0,,0,,50,2,0,
4100,HOUSE,HOUSE,90000,3,,0,0,0,1,,1,,293,4,0,TO_RENOVATE
1050,APARTMENT,APARTMENT,680000,2,151,1,0,0,1,43,0,,,3,0,
3020,APARTMENT,DUPLEX,245000,2,,1,0,0,0,,0,,,,0,
8870,HOUSE,HOUSE,215000,3,125,0,0,0,1,,1,,306,,0,JUST_RENOVATED
4560,APARTMENT,GROUND_FLOOR,240000,3,153,0,0,0,1,,1,126,,2,0,AS_NEW
5000,APARTMENT,APARTMENT,299000,2,105,1,0,0,1,8,0,,,2,0,AS_NEW
6833,HOUSE,EXCEPTIONAL_PROPERTY,385000,5,930,1,0,0,1,,0,,6797,4,0,
2880,HOUSE,HOUSE,379000,3,184,0,0,0,1,,1,59,136,,0,
7500,APARTMENT,APARTMENT,211000,2,86,1,0,0,1,19,0,,,,0,AS_NEW
1150,HOUSE,VILLA,2150000,6,400,1,0,0,1,50,0,,400,,0,AS_NEW
1150,APARTMENT,APARTMENT,335000,2,,1,0,0,1,2,0,,,4,0,
1770,APARTMENT,DUPLEX,314000,3,135,1,0,0,1,27,0,,,,0,
4550,HOUSE,HOUSE,415000,3,203,0,0,0,1,30,0,,835,3,0,
9000,HOUSE,HOUSE,299000,3,,1,0,0,1,,1,,128,2,0,GOOD
4000,HOUSE,HOUSE,236000,3,130,0,0,0,1,,1,30,136,2,0,GOOD
1040,APARTMENT,APARTMENT,469000,3,140,1,0,0,1,4,0,,,2,0,TO_BE_DONE_UP
8300,APARTMENT,APARTMENT,995000,3,107,0,0,0,1,,0,,,,0,JUST_RENOVATED
1090,APARTMENT,DUPLEX,149000,1,75,1,0,0,0,,0,,,2,0,GOOD
9000,APARTMENT,APARTMENT,443000,3,116,0,0,0,1,13,0,,,2,0,
1050,APARTMENT,APARTMENT,490000,2,109,1,0,0,0,,0,,,2,0,AS_NEW
8540,HOUSE,HOUSE,265000,3,226,0,0,0,0,,1,345,437,3,0,TO_RENOVATE
9340,HOUSE,HOUSE,285000,4,200,1,0,0,1,,0,,0,,0,
2018,APARTMENT,APARTMENT,196000,1,62,1,0,0,1,7,0,,,,0,
3300,HOUSE,HOUSE,165000,1,48,1,0,0,1,2,0,,0,,0,GOOD
4300,HOUSE,HOUSE,182000,3,,1,0,0,0,,0,,375,3,0,
8570,APARTMENT,APARTMENT,150000,1,72,1,0,0,1,15,0,,,,0,
9910,HOUSE,HOUSE,300000,2,,1,0,0,0,,1,,1620,,0,TO_RENOVATE
9750,HOUSE,HOUSE,485000,4,235,0,0,0,0,,0,,1050,,0,AS_NEW
8553,HOUSE,HOUSE,299000,4,281,1,0,0,0,,1,23,132,3,0,GOOD
1030,APARTMENT,APARTMENT,340000,2,100,1,0,1,1,3,0,,,2,0,GOOD
1340,HOUSE,VILLA,465000,3,188,1,0,0,1,10,1,781,0,,0,AS_NEW
1000,APARTMENT,PENTHOUSE,310000,2,78,1,0,0,1,13,0,,,2,0,AS_NEW
6120,APARTMENT,DUPLEX,285000,3,165,1,0,0,1,,0,,,2,0,AS_NEW
1390,APARTMENT,DUPLEX,410000,3,166,1,0,0,1,12,0,,,,0,AS_NEW
6780,HOUSE,HOUSE,334500,3,136,1,0,0,1,,0,,0,3,0,
9820,APARTMENT,APARTMENT,225675,1,71,0,0,0,1,11,0,,,,0,
8370,HOUSE,HOUSE,299000,9,295,1,0,0,0,,0,,100,,0,GOOD
1410,APARTMENT,APARTMENT,335000,2,103,1,0,0,1,15,0,,,4,0,AS_NEW
2140,APARTMENT,PENTHOUSE,240000,2,77,1,0,0,1,,0,,,,0,AS_NEW
1050,APARTMENT,APARTMENT,690000,2,188,1,0,0,1,5,0,,,2,0,AS_NEW
1090,APARTMENT,LOFT,395000,4,179,1,0,0,1,11,1,200,,2,0,GOOD
8300,APARTMENT,APARTMENT,595000,1,55,1,1,0,0,,0,,,2,0,AS_NEW
1300,HOUSE,HOUSE,599000,4,220,1,0,0,1,,1,600,735,4,0,AS_NEW
1600,HOUSE,HOUSE,359000,3,140,1,0,0,0,,1,,437,,0,TO_BE_DONE_UP
1180,HOUSE,HOUSE,2890000,5,465,0,0,1,1,,0,,1400,4,1,AS_NEW
1000,HOUSE,MIXED_USE_BUILDING,680000,0,190,0,0,0,0,,0,,80,2,0,TO_RENOVATE
1180,APARTMENT,APARTMENT,820000,2,124,1,0,0,1,47,0,,,,0,
8930,APARTMENT,APARTMENT,225000,1,95,1,0,0,1,,0,,,,0,
8510,HOUSE,VILLA,395000,3,171,0,0,0,1,,1,,700,,0,AS_NEW
8370,APARTMENT,APARTMENT,260000,2,76,1,0,0,1,3,0,,,,0,
8520,HOUSE,HOUSE,168000,2,110,1,0,0,1,20,1,95,183,2,0,TO_BE_DONE_UP
2811,HOUSE,HOUSE,450200,3,208,1,0,0,0,,0,,578,3,0,AS_NEW
2180,APARTMENT,APARTMENT,219000,2,81,1,0,0,0,,0,,,2,0,JUST_RENOVATED
1367,HOUSE,HOUSE,295000,3,112,1,0,0,1,18,1,,648,3,0,
7130,HOUSE,HOUSE,99000,3,78,0,0,0,0,,0,,0,2,0,TO_BE_DONE_UP
1180,APARTMENT,DUPLEX,495000,3,145,1,0,0,1,25,0,,,2,0,AS_NEW
1700,HOUSE,HOUSE,480000,4,210,0,0,0,1,6,0,,695,4,0,TO_RENOVATE
6800,HOUSE,HOUSE,220000,2,128,1,0,0,1,,0,,0,3,0,AS_NEW
1490,HOUSE,COUNTRY_COTTAGE,716000,3,,1,0,0,1,,1,,9280,,0,GOOD
2140,APARTMENT,APARTMENT,380000,3,131,1,0,0,1,22,0,,,2,0,AS_NEW
1410,APARTMENT,APARTMENT,393000,3,118,0,0,0,1,23,0,,,,0,AS_NEW
8500,APARTMENT,APARTMENT,260000,3,100,1,0,0,1,,0,,,,0,AS_NEW
1651,HOUSE,HOUSE,249000,2,151,0,0,0,1,44,1,121,212,2,0,TO_RENOVATE
4530,HOUSE,HOUSE,275000,4,230,1,0,0,1,20,1,487,687,3,0,GOOD
6900,HOUSE,HOUSE,230000,3,147,0,0,1,1,,0,,2046,4,0,
9850,APARTMENT,PENTHOUSE,220000,2,,0,0,0,0,,0,,,,0,GOOD
8200,APARTMENT,APARTMENT,312947,2,94,1,0,0,0,,1,,,2,0,GOOD
3980,HOUSE,HOUSE,100000,2,,0,0,0,0,,0,,244,2,0,
8940,HOUSE,HOUSE,340000,3,,1,0,0,1,,0,,627,,0,GOOD
8300,APARTMENT,APARTMENT,2300000,3,278,0,0,0,1,30,1,,,,0,
8370,APARTMENT,APARTMENT,299000,3,104,1,0,0,0,,1,,,2,0,
8900,HOUSE,HOUSE,375000,5,240,1,0,0,1,21,0,,123,,0,AS_NEW
8500,APARTMENT,APARTMENT,249000,2,97,0,0,0,1,90,0,,,2,0,
1020,APARTMENT,APARTMENT,189000,2,75,1,0,0,1,2,0,,,2,0,TO_BE_DONE_UP
1070,APARTMENT,DUPLEX,433000,4,201,1,0,0,1,14,0,,,,0,
9000,HOUSE,HOUSE,322000,4,149,1,0,0,0,,1,9,66,,0,TO_BE_DONE_UP
2630,APARTMENT,APARTMENT,225000,2,94,0,0,0,0,,0,,,2,0,JUST_RENOVATED
6000,HOUSE,HOUSE,139990,4,160,1,0,0,1,2,0,,160,,0,GOOD
4420,HOUSE,HOUSE,299000,3,250,0,0,0,1,100,0,,0,4,0,AS_NEW
7760,HOUSE,COUNTRY_COTTAGE,410000,4,270,0,0,0,0,,1,6120,6120,,0,
8020,HOUSE,HOUSE,480000,4,289,1,0,0,1,35,1,80,289,3,0,AS_NEW
8600,HOUSE,HOUSE,249000,2,170,1,0,0,0,,1,,669,,0,GOOD
8300,APARTMENT,APARTMENT,990000,2,,0,0,0,0,,0,,,,0,AS_NEW
1120,APARTMENT,PENTHOUSE,379000,3,120,1,0,0,1,130,0,,,3,0,
9000,APARTMENT,APARTMENT,590000,2,146,1,0,0,1,65,0,,,3,0,AS_NEW
8370,APARTMENT,APARTMENT,326300,2,105,1,0,0,1,9,0,,,4,0,
6210,APARTMENT,DUPLEX,240000,2,150,1,0,0,0,,1,38,,,0,AS_NEW
2830,HOUSE,HOUSE,292600,3,147,0,0,0,1,25,1,,303,3,0,
2270,APARTMENT,APARTMENT,314500,2,117,1,0,0,1,17,0,,,,0,AS_NEW
4900,HOUSE,HOUSE,175000,3,170,1,0,0,1,30,0,,80,2,0,AS_NEW
1700,APARTMENT,APARTMENT,220000,2,71,1,0,0,0,,1,1500,,4,0,AS_NEW
8300,APARTMENT,APARTMENT,1399000,3,155,0,0,0,0,,0,,,,0,AS_NEW
1360,HOUSE,HOUSE,695000,4,400,1,0,1,1,45,1,2660,2660,3,0,JUST_RENOVATED
4800,HOUSE,HOUSE,308099,3,,0,0,0,0,,0,,394,3,0,
2890,HOUSE,APARTMENT_BLOCK,379000,3,393,0,0,0,1,,0,,293,,0,AS_NEW
4621,HOUSE,MIXED_USE_BUILDING,415000,3,343,1,0,0,1,25,1,2000,2355,4,0,AS_NEW
9600,HOUSE,HOUSE,165000,2,103,1,0,0,0,,1,30,150,2,0,TO_RENOVATE
4300,HOUSE,HOUSE,275000,3,142,1,0,0,0,,0,,505,2,0,
8610,HOUSE,HOUSE,134000,3,101,0,0,0,0,,0,,411,,0,TO_RENOVATE
9220,APARTMENT,APARTMENT,219000,2,87,1,0,0,1,12,0,,,2,0,
8000,HOUSE,MIXED_USE_BUILDING,695000,2,127,0,0,0,1,4,0,,99,2,0,GOOD
9031,HOUSE,HOUSE,220000,3,,1,0,0,0,,0,,373,2,0,
9100,APARTMENT,APARTMENT,346700,2,112,0,0,0,1,41,1,59,,2,0,AS_NEW
9988,HOUSE,VILLA,680000,5,400,1,0,0,0,,0,,24000,4,0,TO_BE_DONE_UP
1180,APARTMENT,APARTMENT,695000,3,210,0,0,0,1,25,0,,,3,0,
4000,HOUSE,HOUSE,345000,4,146,0,0,0,1,5,0,,5,,0,GOOD
8530,HOUSE,HOUSE,199990,1,254,0,0,0,0,,0,,254,,0,
2660,APARTMENT,GROUND_FLOOR,215000,2,90,1,0,0,1,,1,77,,2,0,AS_NEW
9620,APARTMENT,LOFT,325000,2,212,0,0,0,0,,0,,,,0,
9810,HOUSE,HOUSE,285000,3,102,0,0,0,1,,1,,110,,0,GOOD
9000,APARTMENT,SERVICE_FLAT,445000,2,77,1,0,0,0,,0,,,,0,GOOD
8540,APARTMENT,APARTMENT,262650,2,123,0,0,0,0,,0,,,,0,AS_NEW
1785,HOUSE,HOUSE,268000,2,115,1,0,0,0,,1,48,142,2,0,GOOD
1180,HOUSE,VILLA,2000000,6,543,0,0,0,1,,0,,2500,4,0,
9910,HOUSE,VILLA,299000,3,,1,0,0,1,,0,,0,,0,GOOD
6717,HOUSE,HOUSE,595000,4,215,0,0,1,0,,0,,824,3,0,AS_NEW
8800,APARTMENT,APARTMENT,198080,1,76,1,0,0,0,,0,,,2,0,AS_NEW
4180,HOUSE,HOUSE,185000,2,210,0,0,0,0,,0,,81,3,0,AS_NEW
8620,APARTMENT,DUPLEX,285000,2,100,0,0,0,0,,0,,,2,0,
1140,APARTMENT,APARTMENT,340000,2,85,1,1,0,1,10,0,,,2,0,AS_NEW
1310,APARTMENT,APARTMENT,399000,3,107,1,0,0,1,13,0,,,,0,AS_NEW
2000,HOUSE,EXCEPTIONAL_PROPERTY,2300000,3,400,1,0,0,0,,0,,200,2,0,AS_NEW
1050,APARTMENT,PENTHOUSE,310000,1,64,1,0,0,1,30,0,,,2,0,JUST_RENOVATED
1421,APARTMENT,APARTMENT,160000,2,100,0,0,0,0,,0,,,2,0,TO_RENOVATE
9000,APARTMENT,APARTMENT,475000,3,130,1,0,1,0,,1,,,2,0,AS_NEW
4100,APARTMENT,APARTMENT,149000,3,107,1,0,0,1,8,0,,,2,0,GOOD
8300,APARTMENT,APARTMENT,5300000,4,197,1,0,0,1,,1,,,3,0,AS_NEW
1800,HOUSE,HOUSE,305000,4,,1,0,0,0,,1,100,205,2,0,GOOD
1180,APARTMENT,APARTMENT,565000,2,119,1,0,0,1,30,0,,,2,0,AS_NEW
1180,HOUSE,EXCEPTIONAL_PROPERTY,4500000,7,500,1,0,0,1,,0,,4700,4,1,GOOD
9600,HOUSE,HOUSE,237500,4,135,1,0,0,0,,1,,390,3,0,
1150,HOUSE,HOUSE,3800000,8,600,1,0,0,1,40,1,1367,1367,4,1,AS_NEW
1150,HOUSE,HOUSE,600000,4,140,1,0,0,1,,1,55,171,2,0,GOOD
9000,APARTMENT,APARTMENT,329000,2,,1,0,0,0,,0,,,2,0,GOOD
8210,HOUSE,HOUSE,304449,3,165,0,0,0,0,,0,,260,3,0,AS_NEW
8380,HOUSE,HOUSE,299000,3,118,1,0,0,1,12,0,,112,,0,AS_NEW
4800,HOUSE,APARTMENT_BLOCK,335000,8,300,0,0,0,0,,1,28,230,2,0,GOOD
6840,APARTMENT,APARTMENT,157500,2,70,0,0,0,1,,1,101,,,0,AS_NEW
1200,APARTMENT,APARTMENT,690000,3,194,1,0,0,1,30,0,,,,0,TO_BE_DONE_UP
9300,HOUSE,HOUSE,360000,4,250,1,0,0,1,,0,,378,2,0,GOOD
9400,APARTMENT,APARTMENT,227054,2,81,1,0,0,1,15,1,,,,0,
7000,HOUSE,HOUSE,170000,4,200,0,0,0,1,,1,48,177,2,0,TO_RENOVATE
8400,APARTMENT,APARTMENT,599000,3,106,0,0,0,0,,0,,,,0,JUST_RENOVATED
1000,APARTMENT,APARTMENT,289000,1,81,1,0,0,1,8,0,,,2,0,JUST_RENOVATED
1140,HOUSE,APARTMENT_BLOCK,740000,8,295,1,0,0,0,,0,,245,2,0,GOOD
1060,APARTMENT,APARTMENT,540000,3,171,1,0,0,1,3,0,,,2,0,
6560,HOUSE,HOUSE,100000,2,106,1,0,0,1,,0,,307,3,0,TO_BE_DONE_UP
1000,APARTMENT,APARTMENT,395200,2,97,1,0,0,1,7,0,,,,0,AS_NEW
1350,HOUSE,VILLA,475900,4,237,1,0,0,1,,0,,1346,4,0,
1070,APARTMENT,APARTMENT,229000,3,90,1,0,0,0,,0,,,2,0,GOOD
9230,HOUSE,BUNGALOW,395000,3,,1,0,0,1,,0,,498,4,0,GOOD
8300,APARTMENT,APARTMENT,825000,2,112,1,0,0,1,,0,,,2,0,GOOD
8790,HOUSE,HOUSE,220000,3,136,1,0,0,1,,0,,136,2,0,JUST_RENOVATED
3010,APARTMENT,PENTHOUSE,445000,3,148,1,0,0,1,33,0,,,3,0,AS_NEW
8300,APARTMENT,APARTMENT,2425000,4,158,0,0,0,0,,1,,,2,0,AS_NEW
2590,APARTMENT,GROUND_FLOOR,262000,2,97,1,0,0,1,20,1,69,,,0,
9500,HOUSE,HOUSE,295000,3,200,1,0,0,1,40,1,300,465,3,0,AS_NEW
1340,APARTMENT,APARTMENT,395000,3,111,1,0,0,1,13,0,,,,0,AS_NEW
2811,HOUSE,HOUSE,456200,3,208,1,0,0,0,,0,,749,3,0,AS_NEW
9700,APARTMENT,SERVICE_FLAT,220000,1,64,1,0,0,1,7,0,,,4,0,
1500,APARTMENT,APARTMENT,313000,2,94,0,0,0,0,,0,,,,0,
8710,APARTMENT,APARTMENT,299500,2,108,0,0,0,1,20,0,,,,0,
9300,HOUSE,EXCEPTIONAL_PROPERTY,1075000,5,434,1,0,0,1,24,1,300,490,2,0,GOOD
4540,HOUSE,HOUSE,275000,3,165,1,0,0,1,,1,700,828,3,0,GOOD
1160,HOUSE,APARTMENT_BLOCK,599000,3,307,0,0,0,1,18,0,,133,2,0,JUST_RENOVATED
8530,APARTMENT,APARTMENT,225000,2,87,1,0,0,0,,1,7,,2,0,GOOD
1200,HOUSE,HOUSE,325000,4,,0,0,0,1,,1,,143,2,0,TO_BE_DONE_UP
4317,HOUSE,HOUSE,235000,3,202,1,0,0,1,,0,,219,3,0,GOOD
1070,APARTMENT,APARTMENT,395000,2,113,1,0,0,1,77,0,,,4,0,AS_NEW
1020,APARTMENT,APARTMENT,195000,2,87,1,0,0,1,8,0,,,2,0,GOOD
6200,HOUSE,HOUSE,147500,2,161,1,0,0,1,,0,,201,2,0,TO_RENOVATE
7000,HOUSE,HOUSE,100000,2,100,0,0,0,1,,0,,20,2,0,TO_RENOVATE
7110,APARTMENT,DUPLEX,176000,3,142,1,0,0,0,,0,,,2,0,JUST_RENOVATED
9060,HOUSE,HOUSE,313000,4,230,1,0,0,0,,0,,660,,0,TO_RENOVATE
4432,HOUSE,HOUSE,249900,3,,1,0,0,1,24,1,130,203,3,0,GOOD
8480,HOUSE,HOUSE,379000,3,132,1,0,0,1,,1,,560,,0,GOOD
9620,HOUSE,HOUSE,249000,3,160,1,0,0,1,,0,,94,,0,GOOD
9000,HOUSE,HOUSE,344000,4,227,1,0,0,0,,1,25,158,,0,TO_BE_DONE_UP
9300,APARTMENT,APARTMENT,249000,3,157,1,0,0,1,18,0,,,2,0,GOOD
8300,APARTMENT,APARTMENT,990000,2,62,0,0,0,0,,0,,,,0,AS_NEW
3550,APARTMENT,GROUND_FLOOR,225000,2,105,1,0,0,1,24,0,,,3,0,AS_NEW
7700,HOUSE,HOUSE,495000,4,440,0,0,0,1,,1,455,892,4,0,TO_BE_DONE_UP
1050,APARTMENT,APARTMENT,435000,1,82,1,1,0,0,,0,,,2,0,AS_NEW
8620,APARTMENT,APARTMENT,381500,3,107,0,0,0,1,,0,,,,0,AS_NEW
2830,HOUSE,HOUSE,296450,3,147,0,0,0,1,25,1,,302,3,0,
1000,APARTMENT,APARTMENT,329000,1,81,1,1,0,1,8,0,,,2,1,AS_NEW
4030,HOUSE,HOUSE,179000,2,90,1,0,0,1,50,0,,0,2,0,AS_NEW
1640,HOUSE,HOUSE,599000,4,180,1,0,0,1,,0,,0,3,0,JUST_RENOVATED
3000,HOUSE,HOUSE,795000,8,,0,0,0,1,20,0,,67,3,0,GOOD
9820,APARTMENT,APARTMENT,299000,2,89,0,0,0,1,10,0,,,,0,
9860,HOUSE,HOUSE,381816,3,178,0,0,0,1,,1,118,212,2,0,AS_NEW
1950,APARTMENT,APARTMENT,220000,2,,1,0,0,0,,0,,,,0,
4920,APARTMENT,APARTMENT,244500,2,84,1,0,0,1,11,1,87,,,0,AS_NEW
3200,HOUSE,HOUSE,135000,2,,1,0,0,0,,0,,419,2,0,TO_RENOVATE
3454,HOUSE,HOUSE,339000,3,266,1,0,0,1,,0,,1618,4,0,JUST_RENOVATED
4520,HOUSE,HOUSE,169000,3,105,1,0,0,1,,1,2500,2628,4,0,TO_RENOVATE
4760,HOUSE,MIXED_USE_BUILDING,355000,4,,0,0,0,0,,0,,3852,,0,GOOD
2018,APARTMENT,APARTMENT,1550000,6,420,1,0,0,1,12,0,,,,0,GOOD
9600,HOUSE,HOUSE,275000,3,135,1,0,0,0,,1,,523,3,0,
9500,HOUSE,HOUSE,145000,3,128,0,0,0,0,,0,,40,3,0,GOOD
8300,APARTMENT,APARTMENT,699000,2,91,0,0,0,0,,1,,,,0,AS_NEW
9000,APARTMENT,APARTMENT,452000,3,116,0,0,0,1,13,0,,,2,0,
6210,APARTMENT,GROUND_FLOOR,150000,1,51,1,0,0,1,7,1,6929,,4,1,AS_NEW
2861,APARTMENT,APARTMENT,225000,1,62,1,0,0,0,,0,,,2,0,
1340,APARTMENT,GROUND_FLOOR,365000,2,100,1,0,0,1,33,1,176,,2,0,
1540,HOUSE,MIXED_USE_BUILDING,195000,0,110,0,0,0,0,,0,,0,,0,
3550,APARTMENT,FLAT_STUDIO,55000,0,,0,0,0,0,,0,,,,0,
9130,HOUSE,HOUSE,415000,4,210,1,0,0,1,30,1,1,650,3,0,GOOD
9070,APARTMENT,APARTMENT,406900,3,,1,0,0,0,,1,,,,0,AS_NEW
1083,APARTMENT,APARTMENT,249000,3,115,1,0,0,1,17,0,,,2,0,GOOD
4257,HOUSE,HOUSE,174500,3,110,0,0,0,1,20,1,200,288,3,0,
4140,APARTMENT,GROUND_FLOOR,203080,2,98,1,0,0,1,13,0,,,3,0,GOOD
2018,HOUSE,MANSION,725000,3,201,0,0,0,1,,0,,171,2,0,GOOD
9820,APARTMENT,APARTMENT,285000,2,,0,0,0,0,,0,,,,0,
9900,APARTMENT,APARTMENT,149000,2,105,0,0,0,1,,0,,,2,0,TO_RENOVATE
4920,HOUSE,MIXED_USE_BUILDING,225000,2,160,1,0,0,0,,0,,0,2,0,JUST_RENOVATED
1500,HOUSE,MIXED_USE_BUILDING,305000,2,90,0,0,0,0,,0,,0,,0,
1470,HOUSE,HOUSE,287500,3,152,1,0,0,1,,1,,220,,0,GOOD
1210,APARTMENT,APARTMENT,349000,2,105,1,0,0,0,,0,,,2,0,GOOD
2060,APARTMENT,GROUND_FLOOR,479000,2,140,1,0,0,1,,1,93,,,0,AS_NEW
1180,HOUSE,VILLA,5900000,6,786,0,0,1,1,,0,,7452,4,0,AS_NEW
2830,APARTMENT,SERVICE_FLAT,343000,1,117,1,0,0,1,5,0,,,2,1,GOOD
1190,HOUSE,TOWN_HOUSE,600000,5,300,1,0,0,1,20,1,190,290,2,0,TO_RENOVATE
